	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3
ENSSSAG00000087362	35.8414	108.457	55.8287	24	12	16
ENSSSAG00000087363	1623.67	4440.51	1900.67	687.353	544.095	497.636
ENSSSAG00000087366	2.04246	13.5587	4.32927	11.0469	12.2078	15.4235
ENSSSAG00000087371	0.2	0	0	0	0	0.333333
ENSSSAG00000087372	14.8128	262.8255	145.599	0	12.0671	10.380532
ENSSSAG00000087375	26	135	26.00004521	8	14	10
ENSSSAG00000087377	5	9	4	31	29	10
ENSSSAG00000087378	2488.56	6401.85	2620.55	612.084	697.957	693.031
ENSSSAG00000087379	96.9529	247.269	104.117	89.5541	53.0461	44.8906
ENSSSAG00000087381	51.9634	188.1034	31.90016	22.84229	16.14518935	37.7213
ENSSSAG00000087382	21.00000001	107	22.00000002	624.0000048	585.9997	680.0001
ENSSSAG00000087384	0	3.59472	1.14556	0	1.09471	1.16952
ENSSSAG00000087385	74	122.682	38	0	0	0
ENSSSAG00000087388	0	0	9.16161	0	0	0
ENSSSAG00000087389	20.1984	40.2043	23.2746	8.13879	16.1951	6.02386
ENSSSAG00000087393	22.1089	52.0954	17.5393	0	1.71008	0
ENSSSAG00000087394	297.333638	710.0170713	189.422	29.46863	53.9958049	48.40176
ENSSSAG00000087395	0	0	0	0	0	0
ENSSSAG00000087396	7	3	1	0	0	0
ENSSSAG00000087399	44.3354	113.3651	109.2361	25.8273	22.22551	22.7852
ENSSSAG00000087400	3268.14	4187.25	1930.39	38.3648	30.4726	41.1441
ENSSSAG00000087401	719	1562	1113.96	128	115	117
ENSSSAG00000087402	532.5621901	2975.207202	483.67045	1449.16539	1859.685342	1855.227516
ENSSSAG00000087403	24.0651	46.0971	18.5871	9.00301	17.2431	15.0496
ENSSSAG00000087404	124.709	127.687	97.4746	4.34177	0	3.28201
ENSSSAG00000087405	1060.51453	3179.4948	1013.505	221.19596	255.3350121	201.4144
ENSSSAG00000087417	0	8	1	0	0	0
ENSSSAG00000087419	0	0	0	0	2.00172	0
ENSSSAG00000087421	18	33.3749	38.7696	7	7.5737	0
ENSSSAG00000087426	138.894	409.175	130	5	5	5
ENSSSAG00000087427	6.90478	12.12237	26.93446	4.53488	2.38518	0
ENSSSAG00000087429	0	0	0	0	0	0
ENSSSAG00000087430	138	342	164	45	66	75
ENSSSAG00000087433	6.27869	20.4069	11.6558	4.50847	12.5059	10.2622
ENSSSAG00000087436	24	63	20	94	87	133
ENSSSAG00000087437	803.8462	1561.53374	564.0663	62.3942	10	8.000004801
ENSSSAG00000087439	69.8617	30.2025	167.926	36.1585	30.1969	29.1181
ENSSSAG00000087440	4.0351	9.23376	3.28852	6.14622	2.05961	5.18165
ENSSSAG00000087441	6.94414	19.9848	21.2265	3.73725	0	1
ENSSSAG00000087447	206.4847	558.1669	405.8788	112.136	134.1875	121.09
ENSSSAG00000087451	1.91091	9.39708	2.58545	1.17805	0	0
ENSSSAG00000087452	0	0	0	2.2551	0	0
ENSSSAG00000087453	7.39204	18.4791	5.94732	0	1.98214	2.16642
ENSSSAG00000087454	408.02406	975.53795	590.94	402.68172	621.776	568.88527
ENSSSAG00000087456	71.8371	119.243	69.6741	0	1	0
ENSSSAG00000087457	43.6889	0	42.5962	45389.1	42990	38564.7
ENSSSAG00000087459	8.35852	22.8415	12.4894	1.29151	0	0
ENSSSAG00000087460	308.966	770.55	278.22	54	35	37
ENSSSAG00000087461	72.3287	183.161	69.9834	10.0007	15.0234	2.0305
ENSSSAG00000087462	30.7462	77.2535	22.7234	12.6363	14.6229	10.865
ENSSSAG00000087463	0	6.10573	1	6	3	5.64254
ENSSSAG00000087467	33.9204	78.7926	38.6467	13.1382	19.1227	14.5287
ENSSSAG00000087471	41.2958	231.311	334.418	373.243	723.673	510.933
ENSSSAG00000087474	36.3028	73.1318	698.347	105.379	56.1664	64.0551
ENSSSAG00000087475	75.5743	160.824	36.8639	7.19196	0	4.89596
ENSSSAG00000087477	0	0	0	0	0	0
ENSSSAG00000087478	436.173	1228.21	535.359	260.313	264.668	198.23
ENSSSAG00000087479	5.00152	10.001	4.00169	103	140.198	146
ENSSSAG00000087484	33.21442	101.5172	23.19494854	36.061	16.0443	8.040476817
ENSSSAG00000087485	0	0	0	0	0	0
ENSSSAG00000087487	0	0	0	0	0	0
ENSSSAG00000087493	21.93055	48.8204	49.96504	5.62325	9.58859	10.68148
ENSSSAG00000087494	62.58555	86.45682	34.34973	3.19318	1.06756	4.38378
ENSSSAG00000087495	119.541	165.668	270.186	254.256	221.974	167.247
ENSSSAG00000087496	76.8385	121.618	85.274	17.084	6.21573	10.0533
ENSSSAG00000087497	147.216	664.725	250.41	189.036	172.758	133.964
ENSSSAG00000087498	11.2229	33.2866	23.8134	5	3	2
ENSSSAG00000087499	19.14821	29.78270837	51.13304	0	0	0
ENSSSAG00000087500	239	755	176	37	80	50
ENSSSAG00000087502	98.7741	154.593	77.3902	2.26816	11.2343	5.44409
ENSSSAG00000087503	118.679	340.585	160.889	3984.72	4001.39	3344.78
ENSSSAG00000087504	4.21419	27.9003	11.8686	0	7.96677	9.80527
ENSSSAG00000087505	179.10252	523	215.1588	153.9999	186.9997	143
ENSSSAG00000087506	140.105	115.322	161.843	482.527	470.564	386.683
ENSSSAG00000087507	15481.18	30301.64	6924.642	48.503	39.5971	45.5634
ENSSSAG00000087508	30.00004	74.0241	64.0749	20.9431	25.01989	29.01254
ENSSSAG00000087510	27.999997	29.00002	32.00394	73.00004	62.9999	47
ENSSSAG00000087512	24.0061	67.3561	33.2315	2.87461	8.89269	8.96302
ENSSSAG00000087513	81.349424	178.239549	98.66843052	1316.377505	1377.099301	925.5811
ENSSSAG00000087514	440.625378	1176.3268	437.9641013	136.5468089	94.23336126	92.21338214
ENSSSAG00000087517	172.749	749.636	262.526	72	55.3232	90.4164
ENSSSAG00000087518	1.49235	6.15249	0	0	0	0
ENSSSAG00000087521	389.041	332.018	171.0457	3.00003	0	0
ENSSSAG00000087524	185.83653	1230.3835	204.7464	19.31390001	17.59393039	11.95688
ENSSSAG00000087528	280.74886	469.0978	246.0351	68.625111	38.02356	22.44458
ENSSSAG00000087530	0	0	0	0	0	1
ENSSSAG00000087535	11.92098	29.210619	15.32906	19.6429	9.42217	9.1181
ENSSSAG00000087536	186.619	355.691	121.036	87.2849	67.7975	38.8256
ENSSSAG00000087538	0	0	0	0	2.36184	0
ENSSSAG00000087539	130.14733	137.8673	331.4033	166.56425	149.4910792	77.5196
ENSSSAG00000087541	77.35	88.0295	53.9591	0	0	2.15705
ENSSSAG00000087542	9.38475	7.10449	14.0021	8	11	12
ENSSSAG00000087543	8.30854	19.9049	7.64228	6.5865	0	5.0956131
ENSSSAG00000087547	152.444	332.634	236	200.55	209	173.795
ENSSSAG00000087550	25.579	23.95185	11.2244	6.14577	6.53547	7.28953
ENSSSAG00000087551	2.00049	132.04886	1	0	1.00018	1.00012
ENSSSAG00000087552	4.23663	12.6604	0	0	1.16184	0
ENSSSAG00000087553	153.66	40.1289	37.6637	2.00981	1.0003	2.01374
ENSSSAG00000087560	0	0	1	0	5	2
ENSSSAG00000087561	13.4162	29.4836	24.6746	12.2882	15.9427	4.16134
ENSSSAG00000087562	3.000000014	161.0000274	3.000000023	15.00000007	25.00000055	17
ENSSSAG00000087564	147.9819567	227.0669	217.10356	38.01155	60.05568	52.11671
ENSSSAG00000087565	41.2136	73.9563	38.8413	2.0776	5.39014	2.0321
ENSSSAG00000087568	0	0	0	0	0	0
ENSSSAG00000087569	20.6123	33.1451	5.5078	35.9917	4.36526	29.0375
ENSSSAG00000087570	0.655646237	129.0350171	31.09835173	17.53740004	7.920142568	38.71233021
ENSSSAG00000087571	73.6761	68.5874	99.8928	361.276	439.607	408.717
ENSSSAG00000087574	8	28	9	0	0	0
ENSSSAG00000087576	142.239	429.784	218.436	229.865	178.339	349.99
ENSSSAG00000087578	3	6	0	0	0	0
ENSSSAG00000087582	0	0	0	0	0	0
ENSSSAG00000087583	1784	7159	1474	3	3	4
ENSSSAG00000087586	26.7078	39.5493	16.6616	13.7267	16.5099	9.25657
ENSSSAG00000087587	91.79264368	197.37121	103.0176015	149.315812	34.0654	127.2233
ENSSSAG00000087588	365.274	681.074	365.772	461.021	446.466	361.235
ENSSSAG00000087595	30	68	59	8	8	12
ENSSSAG00000087596	10	7	7	0	0	0
ENSSSAG00000087598	237.256	600.83422	226.6289	85.15163172	84.94394006	69.27232
ENSSSAG00000087600	4	4	23	0	2	0
ENSSSAG00000087601	0	2.17142	0	0	0	0
ENSSSAG00000087602	221.2166	550.18	143.1642	26.0376	24.65423	25.53074
ENSSSAG00000087603	38.4239	274.111	60.2857	149.181	138.785	161.581
ENSSSAG00000087604	262.532	1198.44	366.143	108.826	119.041	109.587
ENSSSAG00000087606	2.01648	13.009277	6	12	23	10
ENSSSAG00000087607	84.5059	127.692	103.735	8.79506	15.7296	13.6137
ENSSSAG00000087608	60	103	59	10	7	2
ENSSSAG00000087611	15.7854	6.34353	20.4566	0	0	0
ENSSSAG00000087613	302.935	814.626	324.412	36.2606	33.8247	33.3012
ENSSSAG00000087614	1	1	1	0	1	1
ENSSSAG00000087615	254.0545	715.447	317.2423	127.1699	114.3577	114.6191
ENSSSAG00000087617	17.0936	214.1033	21.00003	1	0	1
ENSSSAG00000087621	48.8083	148.815	59.2661	49.6278	51.9894	39.6297
ENSSSAG00000087622	225.3277404	516.7016	249.0571	89.49600002	119.0774001	102.9267
ENSSSAG00000087624	1871.43	3031.41	1897.49	1160.51	857.815	689.288
ENSSSAG00000087627	38.6664	23.1382	30.0705	4.0044	3.07211	1.00446
ENSSSAG00000087628	45.1576	145.482	55.1275	20.1083	9.77284	20.6136
ENSSSAG00000087631	1677.0849	3467.771	7563.63835	3321.8816	4002.13621	3141.3966
ENSSSAG00000087633	86.03881	99.71702	91.1238	147.4113	153.1090394	153.4483
ENSSSAG00000087634	0	0	1	5	0	4
ENSSSAG00000087639	166.399	163.131	60.8552	1	0	0
ENSSSAG00000087640	3	1	1	3	2	0
ENSSSAG00000087641	31.59603483	85.5399	41.4356	15.53695	8.99949	20.48352
ENSSSAG00000087643	503.237	1122.5872	300.6645	50.94490274	88.28290012	58.76040932
ENSSSAG00000087645	203.176	311	128	6	7	4
ENSSSAG00000087646	0	0	0	0	0	0
ENSSSAG00000087648	2	15	9	0	0	0
ENSSSAG00000087649	49	201	177	79	55	60
ENSSSAG00000087650	1059.66	7978.68	1402.32	372.229	372.26	336.47
ENSSSAG00000087652	1639.268	2831.389	1321.168	6.87393	6.68517	3.24597
ENSSSAG00000087654	208.9363	529.301	339.545	79.2042	88.9211	55.0099
ENSSSAG00000087655	473.63	1310.254	606.534	105.0033	114.5179	106.5741
ENSSSAG00000087657	73.0678	140.48531	69.96893	105.29941	113.44893	43.65417448
ENSSSAG00000087659	4707.47	16177.6	2111.08	11.0186	13.0024	12.0038
ENSSSAG00000087660	3.08375	1.00178	3.19824	3.25271	0	1
ENSSSAG00000087662	11928.98	32666.0212	7357.0021	324.99998	177	151.0000043
ENSSSAG00000087663	330.9735863	1417.606009	431.2163019	124.6206504	137.5265014	131.7418008
ENSSSAG00000087664	207	6050.81	91	0	0	3
ENSSSAG00000087667	157.633	763.696	93.9667	74.1979	73.4787	70.6673
ENSSSAG00000087668	5126.263	19552.969	3821.985	62.6769	69.34206	37.8087
ENSSSAG00000087669	230.9317	535.3735	312.914	593.6198	823.1083	800.5125
ENSSSAG00000087671	112.502	314.257	114.442	27.8581	34.3134	20.7644
ENSSSAG00000087675	10.9992	15.6655	9.76362	47.3784	14.589	27.6174
ENSSSAG00000087676	11.3281	27.2337	527.501	6.38496	8.09541	3.82835
ENSSSAG00000087677	17746.69064	44937.95107	29235.58747	39236.40973	46551.70963	39133.57608
ENSSSAG00000087680	24.4841	44.7787	23.1194	14.0342	6.95823	4.2896
ENSSSAG00000087681	0	0	0	0	0	0
ENSSSAG00000087684	7.11028	17.71668	6.61329	4	3.11799	3.13937
ENSSSAG00000087687	0	0	1	0	0	0
ENSSSAG00000087689	24.0714	129.8084	44.7897	3.77983	3.05932	0
ENSSSAG00000087691	446.776	639.548	551.318	107.579	115.397	142.111
ENSSSAG00000087694	0	0	0	0	0	0
ENSSSAG00000087702	311.4597	1265.85	493.9648	41.86721	65.4348	45.7977
ENSSSAG00000087703	401.444	897.82265	254.651	16.1088	10.0891	13.4755
ENSSSAG00000087707	34.4468	95.0501	49.8501	21.9887	21.2509	13.7071
ENSSSAG00000087708	1360.59601	3287.7074	1032.0585	112.11224	64.28963	129.3857411
ENSSSAG00000087712	316.252	214.905	128.876	17.1947	4.75836	5.92349
ENSSSAG00000087713	223.989	249.025	223.595	172.167	123.823	129.633
ENSSSAG00000087715	210.819	4490.3047	416.76	7.77286	10.1767	8.52711
ENSSSAG00000087717	42.1448	67.9252	85.5411	9.41565	20.6668	19.6922
ENSSSAG00000087718	132.5056	270.9938	190.95295	112.5344	133.7053	120.6797
ENSSSAG00000087719	134.8450943	377.8982	253.1671	193.8238	158.7447	181.4633
ENSSSAG00000087720	8.00277	5.00204	174.048	3.00084	1.00886	0
ENSSSAG00000087722	242.834	220.6514	585.97	398.824	194.1926	397.212
ENSSSAG00000087728	13.8298	88.4339	60.4409	7.20082	11.9811	7.36044
ENSSSAG00000087730	863.5408	831.8292	975.528	21.247473	14.84983	8.86327
ENSSSAG00000087732	183.921	306.738	500.658	202.166	257.978	166.313
ENSSSAG00000087735	74	195.631	71.0695	33.9612	40.4081	19.0483
ENSSSAG00000087736	5	0	0	0	0	0
ENSSSAG00000087739	244.924	591.559	260.138	222.91	296.358	228.514
ENSSSAG00000087740	8.09511	25.801801	8	1	8	7.00634
ENSSSAG00000087741	171.704	714.997	157.756	86.27	44.8974	33.9783
ENSSSAG00000087743	0	0	0	0	0	0
ENSSSAG00000087745	881.249	1452.851	983.5812	616.1656	783.0739	860.8091
ENSSSAG00000087746	651.9998	1030.9997	371.9994	14	25	19.00005
ENSSSAG00000087747	903.055442	1856.085	725.5796	176.6911266	193.61028	150.296823
ENSSSAG00000087749	160.0122	156.554	149.548	12.44682498	5.63138	13.4299
ENSSSAG00000087751	47.5435	85.6058	60.9813	37.0688	24.7226	18.0898
ENSSSAG00000087757	1075.384169	1974.831134	1115.5281	380.79229	451.4804	367.50004
ENSSSAG00000087758	12.8479	31.3146	28.8944	11.9809	12.0834	19.2864
ENSSSAG00000087759	0	0	0	0	0	0
ENSSSAG00000087762	0	15.4876	8.09485	1.6051	0	6.57004
ENSSSAG00000087765	76.2884	387.586	49.6513	24.0333	32.0185	7.70861
ENSSSAG00000087768	0	0	0	0	0	0
ENSSSAG00000087769	6.06616	3.18669	0	1.44004	0	1.00066
ENSSSAG00000087770	5.829267	38.6423	39.4529	5.726822	0	4.26919
ENSSSAG00000087771	922	2543	1148	162.0003	232	190
ENSSSAG00000087773	116.62076	355.5121649	176.96788	193.50624	146.3414276	138.656378
ENSSSAG00000087774	263.2913	430.784	151.7846	236.3456	231.1838	142.9062
ENSSSAG00000087779	0	1.03088	0	0	0	0
ENSSSAG00000087781	430.5421	981.7032	558.0534	556.4617	641.2868	531.505
ENSSSAG00000087782	94.4514	129.899	67.7757	19.9074	24.0989	22.4402
ENSSSAG00000087783	63.89066	192.0575	70.0501	28.61179	21.54621	19.45421
ENSSSAG00000087784	98	173.9998	96.9999	11	6	5
ENSSSAG00000087788	107.93639	246.31622	105.6666	15.37778	24.0066	27.12062
ENSSSAG00000087790	9.4456	25.4832	8.32437	7.21328	12.0693	13.0018
ENSSSAG00000087792	11.9459	5.37687	19.8573	3564.164	4347.176	5088.674
ENSSSAG00000087797	103	517	134	11	21	21
ENSSSAG00000087799	3.98681	10.7966	1.73477	2.58359	4.44822	1.14631
ENSSSAG00000087803	96	129	86	6	15	5
ENSSSAG00000087804	3.97486	18.6775	1.60426	0	2.81812	0
ENSSSAG00000087805	477.0194	1077.313	494.0261	38.99998	52	33.99998
ENSSSAG00000087807	999.821	4296.67	775.37	207.843	234.304	228.678
ENSSSAG00000087809	26.4992	78.9566	29.386	8.13274	9.46821	10.1638
ENSSSAG00000087811	89.8331	331.558	106.856	12.37218	11.652	25.2465
ENSSSAG00000087813	22.2903	71.2047	38.1914	10.6038	13.4645	16.385
ENSSSAG00000087814	53.2061	22.3682	38.1868	0	23.6233	13.4274
ENSSSAG00000087817	82.1315	246.505	109.19	29.3594	30.8166	54.5548
ENSSSAG00000087818	0	0	0	0	0	0
ENSSSAG00000087820	35.2446	173.176	34.5235	27.1453	76.6869	41.359
ENSSSAG00000087821	175.363	501.018	105.862	49.7942	44.6947	12.1722
ENSSSAG00000087822	33.9448	175.686	57.7267	18.0396	14.357	12.4046
ENSSSAG00000087823	0	4	0	0	0	0
ENSSSAG00000087825	135.425	319.154	155.09494	37.6874	18.3869	34.0895
ENSSSAG00000087826	25.4087	38.1954	10.034	2	1.00519	0
ENSSSAG00000087827	8.45489	21.3843	4.93652	1.92696	3.01475	6.86206
ENSSSAG00000087828	578.978	755.398	313.346	3.242322	0	1
ENSSSAG00000087830	163	82	41	0	3	0
ENSSSAG00000087832	5.01983	26.30483	10.2902	1.47087	3	2
ENSSSAG00000087833	24.83127	100.02592	36.21779	11.81944	9.42418	11.77006
ENSSSAG00000087834	58.9764	132.6136	76.505	11.05267	16.84782	8.33436
ENSSSAG00000087835	17	64	213	0	1	1
ENSSSAG00000087836	133.537	482.599	162.834	6.53561	12.4633	5.04717
ENSSSAG00000087837	872.435	1565.61281	1200.55847	980.492	595.577	762.141
ENSSSAG00000087843	243.2435	349.1452	394.966	517.0839	463.235	471.6904
ENSSSAG00000087844	0	0	0	0	0	0
ENSSSAG00000087845	32.87828	126.68436	39.81906	8.2913	7.51269	12.4519
ENSSSAG00000087846	5.20461	1.12284	2.01785	0	0	0
ENSSSAG00000087847	3.09017	5.36348	8.67929	1.000000342	12.73493	3
ENSSSAG00000087852	0	0	0	0	0	0
ENSSSAG00000087854	200.63168	1797.2653	100.36121	4.01834	6.03934	6.68837
ENSSSAG00000087856	328.6306	127.1663	123.0312	1	2	0
ENSSSAG00000087860	133.8318	308.4743	195.7766	55.38721	78.9841	65.4029
ENSSSAG00000087861	1.32598	0	0	0	0	0
ENSSSAG00000087866	0	0	0	1	1	0
ENSSSAG00000087867	0	0	1.00678	0	1.02865	0
ENSSSAG00000087870	0	0	1.03564	0	0	2.23643
ENSSSAG00000087871	1778.285	6516.93	1642.76	4.13237	13.4845	9.31323
ENSSSAG00000087874	0	0	2.90993	0	0	1
ENSSSAG00000087876	13.98174	24.5675	16.5577	4.05156	10.29401	12.3087
ENSSSAG00000087877	68.73134384	110.578098	129.0031533	17.54155786	36.81853514	16.74723816
ENSSSAG00000087880	2	1	0	10	1	4
ENSSSAG00000087881	42.3042	53.8556	138.01051	162.0811	137.938159	234.9006
ENSSSAG00000087884	4.31156	8.7122	9.79225	3.43439	0	0
ENSSSAG00000087885	64.3861	230.258	185.527	152.789	189.768	149.21
ENSSSAG00000087886	7.12227	9.33151	0	0	0	0
ENSSSAG00000087887	7.21527	11.7736	10.2874	1.00025	0	0
ENSSSAG00000087889	116.634	423.091	132.192	0	2	1
ENSSSAG00000087890	819.728	2829.84	671.872	57.2584	5.2287	14.20045
ENSSSAG00000087891	0	0	1.40219	0	0	0
ENSSSAG00000087902	0	0	0.296353	0	0	0
ENSSSAG00000087904	29.0905	114.5134	19.8973	26.5804	22.31267	24.3947
ENSSSAG00000087907	78.8788	70.8362	133.494	176.393	35.5274	37.8276
ENSSSAG00000087908	21	41	13	0	3	0
ENSSSAG00000087909	25.4012	42.659	50.3237	18.21807	76.072138	23.09634
ENSSSAG00000087912	1	2	0	0	3	0
ENSSSAG00000087913	208.1481	255.5255	144.9684	11.47286	5.97014	18.28804
ENSSSAG00000087915	199.89881	301.534534	175.0891039	48.03481068	115.23595	34.5925528
ENSSSAG00000087917	421.02386	1001.456	615.1468	105.01321	118.30772	99.11465
ENSSSAG00000087922	26.9798	42.8807	0	127.151	194.363	128.946
ENSSSAG00000087923	31.2178	85.016	51.1394	7.05944	17	9.22842
ENSSSAG00000087925	34.0358	70.2907	48.755	56.83435	35.78317	45.554
ENSSSAG00000087927	74	204	119	30	55	51
ENSSSAG00000087935	4173.272	11752.3	2067.766	29.543	5.46852	18.12275
ENSSSAG00000087936	354.677	745.028	477.675	660.474	720.765	538.219
ENSSSAG00000087937	1545.54	4193.49	1481.94	120.371	93.7704	119.938
ENSSSAG00000087939	0	1.07621	0	0	0	0
ENSSSAG00000087941	732.58754	1748.61112	266.14652	5.14536	8.03275	0
ENSSSAG00000087943	0	0	2.37196	0	0	0
ENSSSAG00000087945	15	6.30961	19.9439	2651.79	3321.76	2865.07
ENSSSAG00000087948	5795.295	7550.0472	2039.054	3.0002095	5.11167	8.0005
ENSSSAG00000087950	31.4118	30.4548	83.1334	22.9643	19.6153	16.7125
ENSSSAG00000087951	713.55485	1453.4042	674.8837	102.00001	138.7097372	128.99999
ENSSSAG00000087952	4.81209	67.7035	30.8897	34.8718	14.5744	17.6836
ENSSSAG00000087957	544.163	849.858	392.559	156.601	149.545	122.533
ENSSSAG00000087958	2.29153	1.1736	1.05708	9.055	12.5527	18.6617
ENSSSAG00000087959	20	46	19	2	5	5
ENSSSAG00000087961	2.78477	10.2441	19.3367	1.07781	0	0
ENSSSAG00000087962	0	0	7.95564	1	0	0
ENSSSAG00000087964	1263.467	2914.189	998.999	181.316	197.8137	171.4013
ENSSSAG00000087966	31.3115	89.5215	43.8909	25.3116	15.3374	15.6253
ENSSSAG00000087967	919.81	1482.767	604.394	105.3990001	82.27290328	66.9799
ENSSSAG00000087969	0	0	0	0	0	0
ENSSSAG00000087970	20.0118	48.447	43.1694	75.763	67.5184	65.3794
ENSSSAG00000087971	1139.21	15913.7	756.937	8.02137	5.02026	19.0017
ENSSSAG00000087972	515.8799	866.3061	1140.601	8543.33	9619.78	8731.39
ENSSSAG00000087974	185.569	466.568	187.403	48.3646	29.937	43.1917
ENSSSAG00000087976	47.5519	67.8735	46.5558	73.9922	29.0524	36.4689
ENSSSAG00000087979	3	0	2.00099	0.458689	0	0
ENSSSAG00000087981	11.4668	15.244	8.10661	2.01145	2.20432	1.00727
ENSSSAG00000087984	18.55243	16.64162	29.9797283	127.24383	186.69188	116.319
ENSSSAG00000087993	0	0	0	0	0	0
ENSSSAG00000087995	34.14153	111.3106	81.8038	1	0	1.36319
ENSSSAG00000087999	59.5585	145.177	72.2198	86.0454	76.3271	47.8644
ENSSSAG00000088000	25.03568219	124.6870301	28.33407908	7.026467459	3.000001587	4.297239432
ENSSSAG00000088004	15.7982	72.4268	17.68146	20.75945	11.3246	7.57946
ENSSSAG00000088008	3.00137	4.00128	0	0	0	1.00038
ENSSSAG00000088009	6.19369	3.11746	2.22441	0	0	3.06551
ENSSSAG00000088010	10.1206	23.11738	8.10592	3	2.19708	3.02063
ENSSSAG00000088012	0	0	0	0	0	0
ENSSSAG00000088014	12.6238	31.1811	10.3195	2.05059	6.2031	3.0652
ENSSSAG00000088016	61.9521	168.959	219.385	188.667	143.319	151.098
ENSSSAG00000088019	2746.14845	8235.0514	2566.64335	478.109	456.9072	346.30428
ENSSSAG00000088022	577.294	1327.43	485.794	314.619	348.561	306.423
ENSSSAG00000088023	6.25082	34.5986	13.473	1.00384	1.01822	3.108
ENSSSAG00000088026	90.6157	91.25860002	55.0336297	63.9122	5.0000031	13.6051
ENSSSAG00000088028	468.855	784.086	338.077963	234.8441	243.5550002	196.1448531
ENSSSAG00000088029	6	13.6939	11.1301	6.18708	2	1
ENSSSAG00000088034	10.2229	0.0125313	6.42612	0	0	1
ENSSSAG00000088035	0	1.5	0	0	0	0
ENSSSAG00000088036	10.2273	21.5806	47.0257	17.3635	22	9.14167
ENSSSAG00000088037	6	6	5	47	17	35
ENSSSAG00000088038	1140.98	2835.19	1053.44	343.49	379.483	318.592
ENSSSAG00000088041	21.98466	78.82903	21.72022	8.62855034	6.00718	7.00326482
ENSSSAG00000088042	62.1301	216.63	39.92278	36.0821	41.4591	29.74755
ENSSSAG00000088044	218.501	300.492	72.6139	0	0	0
ENSSSAG00000088045	158.69313	300.30394	314.4678	69.00003	180.13388	125.00031
ENSSSAG00000088046	60.0529	152.572	40.69	0	0	1.07814
ENSSSAG00000088047	7.18064	19.3837	13.8558	5.51278	9.25666	4.57655
ENSSSAG00000088049	16.5729	28.383	10.6162	25.952	43.3053	0
ENSSSAG00000088050	7.06365	18.70985	10.63077	6.69334	23.16299	9.25696
ENSSSAG00000088052	1.00199	3.01481	1.03465	0	3.00233	0
ENSSSAG00000088055	0	2	6	4	1.00726	6
ENSSSAG00000088056	49.5184	56.8428	26.9501	7.41792	14.9295	20.9298
ENSSSAG00000088058	18.4268	23.0988	16.4477	13.4286	9.54533	10.6825
ENSSSAG00000088059	15	62	67	6	14	9
ENSSSAG00000088062	25	63.6489	14.4325	9.04402	6.47683	10.2438
ENSSSAG00000088064	94.0316	238.792	127.762	29.6192	37.7027	36.7893
ENSSSAG00000088068	100.08658	288.9104	129.63457	94.59952	86.1626	74.92996
ENSSSAG00000088069	1	0	2.83721	3.000002425	2	0
ENSSSAG00000088076	0	0	0	0	1	0
ENSSSAG00000088077	1.10655	0	0	64.3233	115.623	54.6193
ENSSSAG00000088078	133.938	422.02	197.901	32.9349	22.7478	16.4422
ENSSSAG00000088081	56.7984	134.711	71.665	41.9989	60.8512	32.9387
ENSSSAG00000088082	150.9996	431	147	31	25.00002	17.00004
ENSSSAG00000088084	19.0818	29.0557	15.0932	7.89986	1.0398	8.04777
ENSSSAG00000088087	556.7001	3672.88	1881.886	66.2867	102.8595	63.94691
ENSSSAG00000088090	6.36358	8.99164	2.50393	8.38811	0.459255	6.22493
ENSSSAG00000088091	262.680269	334.5921785	91.14683211	169.30971	208.1667709	140.397255
ENSSSAG00000088092	1304.00047	2841.00406	1150.99768	3	2	0
ENSSSAG00000088093	0	1.15462	0	0	0	0
ENSSSAG00000088095	0	2.3921	0	1	3	0
ENSSSAG00000088096	6	12	3	1	2	1
ENSSSAG00000088099	37.9787	46.36805	18.18519	30.00149	39.10975	28.1457
ENSSSAG00000088101	44.05112	58.5591	34.03741	14.30017	8.03207	5.11629
